"ref_area.label","indicator.label","source.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","2022",54.251,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","2022",9.02,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","2022",8.005,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","2022",47.946,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","2022",7.058,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","2021",11.808,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","2021",45.966,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","2021",11.185,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","2021",12.911,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","2021",42.442,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","2021",12.377,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","2021",10.568,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","2021",49.856,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","2021",9.844,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","2020",10.136,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","2020",39.257,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","2020",9.629,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","2020",11.485,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","2020",44.254,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","2020",10.927,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","2020",8.647,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","2020",33.986,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","2020",8.195,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","2019",10.714,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","2019",38.598,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","2019",10.092,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","2019",12.044,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","2019",40.489,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","2019",11.423,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","2019",9.28,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","2019",36.651,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","2019",8.654,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","2018",11.542,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","2018",52.093,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","2018",10.673,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","2018",12.914,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","2018",59.687,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","2018",11.867,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","2018",10.054,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","2018",43.072,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","2018",9.381,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","2017",12.871,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","2017",33.378,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","2017",12.516,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","2017",14.669,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","2017",40.544,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","2017",14.239,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","2017",10.925,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","2017",26.252,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","2017",10.648,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","2016",13.445,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","2016",38.228,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","2016",12.994,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","2016",15.233,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","2016",37.278,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","2016",14.766,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","2016",11.487,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","2016",39.696,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","2016",11.067,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","2015",13.223,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","2015",40.098,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","2015",12.703,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","2015",15.473,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","2015",51.98,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","2015",14.652,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","2015",10.786,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","2015",22.116,"Unreliable","Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","2015",10.605,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","2014",11.873,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","2014",34.859,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","2014",11.451,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","2014",14.286,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","2014",38.596,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","2014",13.843,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","2014",9.297,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","2014",30.936,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","2014",8.896,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Total","2013",10.854,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons with disability","2013",30.505,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","Disability status (Aggregate): Persons without disability","2013",10.449,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Total","2013",12.579,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons with disability","2013",33.717,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","Disability status (Aggregate): Persons without disability","2013",12.096,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Total","2013",8.932,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons with disability","2013",26.023,,"Nonstandard definition of disability: Based on limitation in activities because of health problems",,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Finland","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","Disability status (Aggregate): Persons without disability","2013",8.622,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Fiji","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Employment, Unemployment Survey","Sex: Total","Disability status (Aggregate): Total","2016",4.32,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Fiji","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Employment, Unemployment Survey","Sex: Total","Disability status (Aggregate): Persons with disability","2016",1.842,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Fiji","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Employment, Unemployment Survey","Sex: Total","Disability status (Aggregate): Persons without disability","2016",4.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Fiji","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Employment, Unemployment Survey","Sex: Male","Disability status (Aggregate): Total","2016",3.697,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Fiji","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Employment, Unemployment Survey","Sex: Male","Disability status (Aggregate): Persons with disability","2016",1.359,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Fiji","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Employment, Unemployment Survey","Sex: Male","Disability status (Aggregate): Persons without disability","2016",3.875,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Fiji","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Employment, Unemployment Survey","Sex: Female","Disability status (Aggregate): Total","2016",5.54,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Fiji","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Employment, Unemployment Survey","Sex: Female","Disability status (Aggregate): Persons with disability","2016",2.925,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Fiji","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Employment, Unemployment Survey","Sex: Female","Disability status (Aggregate): Persons without disability","2016",5.712,,,,"Repository: ILO-STATISTICS - Micro data processing"
"France","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Employment Survey","Sex: Total","Disability status (Aggregate): Total","2020",8,,,"Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months","Employment definition: Excluding own-use production workers | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
"France","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Employment Survey","Sex: Total","Disability status (Aggregate): Persons with disability","2020",11.5,,,"Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months","Employment definition: Excluding own-use production workers | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
"France","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Employment Survey","Sex: Total","Disability status (Aggregate): Persons without disability","2020",7.6,,,"Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months","Employment definition: Excluding own-use production workers | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
"France","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Employment Survey","Sex: Male","Disability status (Aggregate): Total","2020",8.1,,,"Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: At least 6 months","Employment definition: Excluding own-use production workers | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
